review_ID,review_name,reviewers_name,review_rating,review_date,review_text,pos_neg
R38VYZONNZLFA6, spots on pillow,Aaron duBois,1,28-Oct-20,The pillow feels damp and there are dark spots and yello spots on the pillows. They smell musky! So gross,negative
R1UI2OECIPLX8F, Comfortable,Lacy,5,11-Nov-20,Comfortable soft,positive
R1H1LKUUCRCL3W, Comfortable and soft,Connie Bailey,3,18-Jan-21,Comfortable,neutral
R25GKNVX1E1ZQL, They really fluff up!,Jen,5,8-Jan-18,Great fluffy pillows!!!!,positive
R3285B6W63Q05P, Ripped,nancy collins,2,26-Apr-21,Pillows are comfortable but there is already a rip on the seam. I bought them in February.,negative
RAZHC06UL015S, A little firm for my taste. Review a few months later- these pillows really hurt my neck. Would not buy these or recommend ..,Randy Manar,2,21-May-18,"At first they were too firm, but they have loosened up some.",negative
R34TQ71KNTTLKP, Good pillow for the price,MLW's Touchstone,5,24-Jun-20,"This pillow is heavy! I would prefer this pillow to be firmer, but all in all, it's a good quality pillow.",positive
R2FA9UUO2E7SY5, Highly recommend 👌,June Roy,5,27-May-20,Best Pillow I have ever slept on. They maintain fullness all night long.,positive
R3VT677UDHIFGU, Do not buy,Amazon Customer,2,15-May-20,Do not buy!! In return it right now after I literally just got it last night and when you put your head down on it you sink all the way to where it acts like a thin paper a waste of money,negative
RDJPRSW9JAE4M, Great pillows and price,Penny,5,15-Apr-20,Great pillows no more chiropractor,positive
R31KO8940PCWDA, ... have finally found a pillow that helps me sleep better.,Stuart Mitchell,5,16-Jul-17,I have finally found a pillow that helps me sleep better.,positive
R25477F79KI441, Never again,Cakirsch,1,31-May-19,Not that great. Like sleeping on a lumpy cloud.,negative
RO3CTM2J4EKJ2, It felt like I was sleeping on a cloud,Kiki,5,22-Mar-18,These pillows are so freaking soft!!! I went to sleep on them and when I woke up for work the next day I didn't want to get up. It felt like I was sleeping on a cloud. PERFECT. PERFECT. PERFECT.,positive
RR7GXQIBEB3OB, Fluffy pillows,SSPinkgirl,5,24-Nov-18,Love my new pillows. Very fluffy!,positive
R1K34JNSAYEIM3, Dont buy,Edward Greene,1,31-Dec-19,What it is about it is they both are not worth the price get a stiff neck every night and feels like I'm not using any thing,negative
R22YN62S6K8CWF, good guest room pillows not quite as fluffy or firm ...,Linda Rood,4,19-Dec-17,"good guest room pillows not quite as fluffy or firm as I would like, but they work for the guest room",positive
RP3UURMB502TU," Fluffy, not firm",Amanda M.,3,8-Dec-19,"These pillows are fluffy, not firm, which is what I needed. They seem to be of good quality, so that's a plus. Just definitely not as firm as I needed and I've slept on them so I didn't want to send it back.",neutral
R1Y73TX0WQG4UZ, Very comfortable,Collin Broski,5,7-Jul-20,I love my pillows. They were a great deal and are just what I was looking for.,positive
R3248EYE4G57EG, Good for price,Jason,4,4-Jan-21,They’re good. Not as firm as I’d like. But good for the price,positive
R29J0UB4SSGS35, Just as described!,Amiee,5,12-Jan-19,Just as described,positive
R1VLULGHRC3WKE, Five Stars,Mark Goldade,5,25-Sep-17,Super fast delivery! Product as described!,positive
R2UA8EPHJ4C0P2, It’s hard to sleep on them they get lumpy,Amazon Customer,1,30-Mar-19,Not happy,negative
R300U51STBVXS8, they are great.,Amazon Customer,5,30-Sep-18,"Once you wear them in, they are great.",positive
RS8CELMWZAVLL, Exactly what I needed,Eric Wright,4,7-Dec-20,This pillow is a quality buy. Hoping they last a long time.,positive
R164PY2CZOYKXR, Disgusting pillows,Kristina Glielmi,1,23-Jun-20,"These pillows arrived in the package moldy, discolored, malodorous, tarnished and stained. I couldn’t believe my eyes when I opened the box. Will absolutely be returning them.",negative
R379HLWRGZFUJW, Horrible,Jonathan Reed,1,11-Jun-20,Not fluffy very uncomfortable,negative
R1UD7H5HBG4AHY, Four Stars,Amazon Customer,4,19-Nov-17,"Great comfy pillows, but with white pillowcases, the blue fabric shows through which I don't personally like.",positive
R3FHHD1YD6DWVX, If you want the best sleep ever get it done with this product,Keith A Bass,5,14-Jul-21,To get a greenlight sleep a great night sleep I’m telling you and Thus I got it,positive
R7TJRFKJO1WNG, Good,Teri Ann Hartley,5,26-Nov-18,Nice and thick and fluffy,positive
R33ZQ2COWEN1GP, Great pillows,Bobbie Eichensehr,5,1-Sep-21,Very comfortable,positive
R3EQU9G28YYGDB, Fluffy and firm.,iris owen,5,26-May-19,I like the firmness but it's still soft and fluffy. I don't like that I can't really move it as much as I like but I'm sure once they are worn in better it'll be fine.,positive
R2ENOEF0DHNO75, They hold there shape very well.,Zachary Conley,5,10-Jun-20,Awesome pillows.,positive
R2HRJPEOHFHKO3," Great pillows, great price",mitchell,5,21-Aug-18,"Liked them so much, I bought a second set.",positive
R30PSLX0OQS735," Great quality, great comfort",Grace,5,3-Sep-21,Excellent comfort,positive
R2OD2GQWAVIQSR, SORRY NOT COMFORTABLE AT ALL!,Amazon Customer,1,1-Feb-19,very uncomfortable. too hard.,negative
R1ZM0BGA4BFB7X, Perfect,Alicia Brand,5,26-Oct-17,My girlfriend loves these. I'm going to have to buy some for myself.,positive
R3UDTEMENMNI29, Four Stars,1018,4,10-Apr-18,These are good quality pills for house guest when they stay over.,positive
RQ459J49SN8KW, My pillows are so soft I love that,Malita R.,5,18-Jun-20,I love my pillows,positive
R2DZT9F1L25W74, Baddd,Venus Nunez,1,11-Sep-18,Uh. The worst. Do not waste your money,negative
R1TQIXJOEQYGQ2, Would buy again,Tylisha Brown,5,20-Jan-19,Great pillows!,positive
RD7BJFNJPNK1A, Soft. No support,DRG,5,13-Jan-20,This is a soft pillow good for relaxing but not supportive for sleeping,positive
R2TULNHW42CXQK, Garbage!!!!,Njh,1,19-Sep-19,Absolute garbage! Complete waste of money. Flat as a pancake,negative
RRS7QKAQ0IJL1, Cheap,Georgi,1,14-Jul-21,Horrible pillows,negative
R1SJIJPOXS4I5E, Good but read description,Brent,4,18-Sep-19,Comfy but incredibly long. Maybe I didn’t read the description well enough but I ordered queen and got these massively long pillows. They’re comfy though!,positive
RF8ARRZQ96HYX, Pillows arrived ripped,Shawnda T.,1,1-Jul-21,Received my 2 pillows both have 3-4 inch rips in them not happy at all,negative
R2X3ULMR7MZDYF, Great product. ❗️,Amazon Customer,4,11-Jun-21,They are good I can use both to support my neck while I sleep. Thank you.,positive
RSBR3T2RU3SWZ, My new pillows,Deborah L.,5,19-May-21,Love these pillows!😊,positive
R2GWCHBSY2OGDQ, Very comfortable!,Amazon Customer,5,27-Dec-18,Excellent Quality!,positive
R25PS1VEZWF3LH, New pillowd,EllA,5,16-Nov-20,Was in dire need of new pillows! Love these!,positive
RLWW8D7PSOTE6, Perfect for decorative pillows,Adam Mosley,3,3-Mar-20,"These pillows are super soft, not structure, and are really only good as decorative pillows.",neutral
RTS6SEO74Z7C1, Changed their pillow’s fillings to something less dense,twittles11,2,7-Feb-19,Not Extra firm @ all.,negative
R1TXK32CTNC2KY, A soft nice pillow,Demetrius,4,8-Jul-19,Its a good soft pillow. Two pillows for a good price. Im glad I got these pillows.,positive
R1666NH1SODLPW, great sleep,bc,5,25-May-19,Perfect for a a guy who snores. I have slept all night since I started using them.,positive
R3F95QK87VU94K, Great value,Robert D. Borzotta,5,12-Mar-20,My 11 yo needed new pillows and he loves these.,positive
RGRN63X5Y2UO4, Good Pillows,Finley,5,9-May-17,I purchased these pillows for my guest room and so far so good. No complaints from my brother who is currently using them.,positive
R28BTV9TNIKD97, Do not recommend,Mindy derr,1,18-Aug-20,"As soon as you lay down the pillow goes flat, and you feel like you have no pillow at all.",negative
RXJK701YH74Y, I didn't like,roxannebush,3,6-Jan-19,Never buy again,neutral
R16C5D7AZL44QZ, Every guest I’ve had has only told me how comfortable these pillows are,Ellen Wilson,5,19-Mar-18,I was a little skeptical about buying pillows through Amazon but these sure did prove me wrong. The pillows expanded once the air hit them and it was crazy to see. Every guest I’ve had has only told me how comfortable these pillows are.,positive
R3E6LZMPYG1AGJ, Great pillows!,Jeanne,5,20-Sep-18,"These pillows are perfect! I prefer a medium comfort, not firm, or flat, and these are just what I was looking for!",positive
R26XKP2CY5RUJF, Pillows,Marshal Spears,5,3-Aug-19,Great,positive
RMHF0TAYRJH8C, Not sure how it has so many 5 star reviews,Marsaliaj,1,17-Aug-20,Flatten completely as soon as any weight is put on it,negative
R25FUYD5ZEXVO3, Garbage,Pinky,1,9-Jun-21,Basura pillows! As flat as what people think the earth looks like.,negative
R3LUFJSHOV3KX, Not Bad,MF,5,11-Jul-19,I really like these pillows and am quite pleased with my purchase! :),positive
R3UAAPD5IGXS1M, No support,Chin1981,2,11-Oct-19,"They're cute but as soon as u lay on them, they go flat. Since I started using them, I have neck pain",negative
R1T7KZJD3VJFEN, No filling. Super flat.,Andrea Stehle,1,13-Aug-18,This pillow has nearly no filling. I've been (reluctantly) using it since I bought it May. My neck hurts each morning and I'm constantly waking up to rearrange it. Time to find a better one!,negative
R33ZBH3BCV4AUF, Good quality,Ken B.,5,18-Oct-18,"Excellent pillows, real thick.",positive
R2P4FPEGN7S9VO," Do not recommend unless they are for camping or ""thriw-away""",Christi,1,17-Nov-18,Cheap and don't fluff up,negative
RG8CGYC7FB9IR," Great at first, but flatten out and become disfigured",Emiley,2,21-Dec-19,"They were great pillows at first, but lose fluff and completely lose their shape. I wish I spent more money on higher quality pillows since these only lasted about a month.",negative
RKU8XEBP47U6H, Good product,J. Farrell,5,14-Feb-19,Good product,positive
R98CA9042GV4V, Best pillow!!,Chennay Murphy,5,21-Aug-19,So fluffy with the right amount of firmness. My neck discomfort has gone away since sleeping in these pillows!,positive
R1Y85B4UKGY6MZ, Love this,christie mowery,5,20-Feb-19,Best sleep ever,positive
R3G29SA1PNZ61W, Soft and very warm,Cecilia Borrego,5,3-Jan-22,I loved these pillows they’re comfortable and warm.,positive
R1RXLUTHM42RVO, I won't order it again,Rebecca Francis,2,5-Mar-21,The first 6 days the pillows were wonderful. They went flat so fast. I'll never order them again,negative
RX80S1GKOFB70, What I was looking for,Antonia,5,22-Feb-19,Just moved into a new place and needed pillows for my bed. They do the job and the price wasn't bad for two of them.,positive
R29UXCDP39RQXE, Five Stars,Djb,5,25-Jan-18,Fluffy pillows,positive
R3DZ5UOA3BK30X, 👍,Alexander Enfroy,5,10-Mar-19,👍,positive
R1FGP09N0Z2GI5, Dirty,Rachel,1,8-Feb-21,The pillows had dirt and stains on them when I got them out of the vacuumed sealed bag.,negative
RYKSXUDSQ6Q39, Perfect pillows for guest bedroom!,Julie,5,23-Oct-17,Exactly what i was looking for. Item as described. Haven't slept on them yet but they look and feel great.,positive
R2KFS9CKX667IY, Comfort,af,5,26-Jan-21,Beautifully made. Comfortable and defined enjoyed.,positive
R3BNP2VLT7I7LI, Stay away,Brisa,1,2-Sep-18,These are AWFUL! The get flat while you sleep and I wake up with really bad neck pain! I am currently looking for something better to replace these.,negative
R1BKFF98Y40TWS, Sleeping,anonymous,5,26-Aug-20,I can sleep when I put my head on it.,positive
R1DFZZ4VU8CZXL, Pillow Support,ANGEL VASQUEZ,5,22-Jun-20,I needed a pillow that will support my neck. So far this pillow is working.,positive
R3QT2OV2QQUAZI, Perfect,matt,5,1-Mar-20,Wonderfull pillows that you can just throw in the dryer once you get them and their good to go..lose their fluff? Do it again.,positive
RIP0FITER3RWZ, Not a good buy,Amazon Customer,1,27-Dec-19,To soft,negative
R1R0IYZB12MV8J, Very comfortable. Keep their lift,RC,5,17-Apr-18,Second set we've bought. Very comfortable. Keep their lift.,positive
R3E1DA1ISAW81I, So comfy,lorri e. duvall,5,11-Dec-18,I love my pillows,positive
R24VJVPG9HE7F3, Would purchase again,S.V.,5,7-Jan-20,So soft and comfy,positive
R3198Y9G8MPCY9, Not firm enough,Aquafina,2,29-Nov-18,Not as firm as I had hoped. Found great firm pillow at Costco for half the price,negative
R1U4AUE03XK3MF, Strong and comfortable!,David Bellissimo,5,30-Sep-18,The most comfortable pillows!,positive
R35046I70OT5DH, Great buy and good quality.,Amy,5,12-Mar-18,"Very good quality. Definitely a good buy. The king pillows are a little short for my king size pillow cases then I'd like them to be, but its not bad at all. I would absolutely recommend.",positive
R4G848A3C9EJY, Great value.,JJ Schultz,5,15-Jan-18,Nice and firm.,positive
RIFHN3R7TZNIW, Don't waste your money,T. Thomas,1,2-Jan-20,Not for use ... Possibly decorative only,negative
R2ARRW1SK5XL8V, Poor quality,Amazon Customer,1,19-Oct-19,Pillow is thin very light no support fabric is thin. Deeply disappointed!,negative
R1U7XMGDTGSQY3, Had them for a few days and they are comfortable. We'll see how they hold up,Paul Wylie,4,7-Apr-18,These are ok. Had them for a few days and they are comfortable. We'll see how they hold up.,positive
RFO11M6NP9K4M, So comfortable,Tbod,5,11-Jun-21,Love these pillows! So comfortable!,positive
RSY5OYNB9WEQ9," not as fluffy, more flat",T. Faith Wright,4,21-Jul-20,you have to really fluff it and put in the dryer or it feels like a flat pillow,positive
R225FNG1BTKX5K, Easily fluffs by hand,Amazon Customer,4,6-Feb-19,I bought these pillows for a queen bed. They did arrive flat. They are easy to fluff up by hand & so far they seem good. I have only used them for about a week so I don’t know how they are after you wash them.,positive
R3SB8TRI45GKT8, NICE AND GREAT PRICE,Amazon Customer,5,30-Jul-21,NEW AND WILL SEE HOW THEY HOLD UP. SO FAR GREAT.,positive
R3DE7PKYPGTRRN, Good quality,k. wingfield,5,11-Mar-20,Very comfortable,positive
R27F2AQFUY4P7E, Good pillows for guests bedroom or beach house,BlackKnight007,3,22-Nov-17,Very firm and have little give. Good pillows for guests bedroom or beach house.,neutral
RSP0WS2WLMI3M, Four Stars,SirCill,4,5-Jun-18,Great height for side sleeping. Sometimes feels a bit too firm.,positive
R1ARY2WG5VYZD8, Five Stars,Bjm,5,8-Jun-17,I am very pleased with these pillows. I would order them again.,positive
R1X1123AZC78NO, Pillow,Pat Ridgewell,4,13-Dec-19,It's just fine,positive
RMWCECJVQWROL, Poor,Elizabeth Sites,3,4-Jan-22,Not good for side or back sleepers,neutral
R2OE8H7HQKR6BR, Not worth it!!!,Amazon Customer,1,21-Jun-20,"Do not buy these pillows, trust me. I never give amazon reviews but I want to save people from making the same mistake I did!",negative
R2NPQM02ONTH1K, Three Stars,H Morgan,3,24-Jun-17,"not as thick as I expected them to be, not using them",neutral
R1652QWTDTS0BL, Awful,Janett L. W. Snellings,1,11-Aug-20,Dont buy these pillows. They changed the product and its awful... No support at all...,negative
RCOXOTIY0ROTH, Great pillows,Rubi,5,6-Aug-18,Very firm. Holds up well when washed.,positive
R230MQQ2CUR5BH, Don’t buy these pillows,Kami Christensen,1,30-Dec-19,"Do not buy these pillows. They are a joke. They arrive flat as a pancake, after which you are supposed to “fluff them up” which results in them looking lumpy and lame from the very start. What a disappointment",negative
RSB1AXZYTQ2MO, Great quality for the price.,Middleman570,5,15-Aug-19,Perfect weight and density.,positive
R1D9TM4DQZQ1JX, Stay fluffy pillows,Patti Gregory,5,30-Dec-19,I really like that these pillows plump back up so easily.,positive
RMO61UMIR4U2A, I'm delighted with this product,Horace Smith,5,25-May-19,High quality very comfortable,positive
R3H3RJ9GLUB7WS, Overall I loved the pillows and sleep better but they are not ...,Bethany Rogers,4,9-Jun-18,"Overall I loved the pillows and sleep better but they are not as firm as you would think, so if your looking for a nice comfortable soft pillow these are great.",positive
R3CQONAQAL5J7X, Way to loud to sleep on,Jordan Andrew,1,4-Oct-19,"The comfort of the pillow is just fine, but I cannot sleep on it. Basically sounds like you are rolling around in a bag of potato chips.",negative
R2SZSD4ITCFG9G, It's not worth to comment on this.,gems,1,12-Dec-18,"Does not stay fluffed even ruffled.
Sorry to say the first bad purchase ever made.",negative
R1NYHW55APQ2MH, Keeps their fluffiness,Peter Wright,4,14-May-21,Great pillows. Keep their fluffy size and very comfortable. I sleep better.,positive
R1NOTO67LL1Z9Z, These were a gift for a family member. Thought ...,Jen J,3,14-Mar-18,These were a gift for a family member. Thought they were firm but they weren't at all. Luckily I have another family member that likes soft pillows!,neutral
RHUUQZS8IK5AP, Good quality and cheap!,Heather,5,26-Jan-18,I’ve used them for over a week now and love that they are so soft and yet have retained their “fluffiness.” And they were cheap!,positive
R31SYO60UNVXI0, Low quality,Jessica Reece,2,16-Nov-17,They look very nice but are low quality and don't really have much inside them.,negative
R41V6AL9142SI," I’m not going to lie, when I first took ...",Bright Eyes,5,6-Mar-18,"I’m not going to lie, when I first took them out of the packaging I was nervous. However, after some fluffing and letting them sit untouched for about 3hrs they puffed out. They hold their shape really well.",positive
R1BA9XB2F1RKA3, Terrible,Tim Landrum,1,18-May-20,"These pillows were terrible.
Ordered king size and attempted to fluff in drier as directed.
Fill material may be adequate for a twin size pillow.
Not requested.",negative
R303HLFJXPM4NC, A good night sleep,Debra Frazier,4,17-Jun-20,"I slept very good, I wasn’t at all tried from a restless night. However I fo wish it had a little more support.",positive
R2TQO5P6VAAF66, Full and large,phonebuyer,5,29-Nov-17,Very happy with these pillows!,positive
R2GZ671CAM9V24, better sleep,cathy thomas,4,29-May-21,bought these for my daughter for her dorm room,positive
RMUA7PYO4AEES, Terrible purchase,CBO’M,1,4-Dec-20,Don’t waste your money on these incredibly flimsy pillows.,negative
R3J3SER6L8JX01, Very good,Joseph Watts,5,28-Jun-20,"Super comfortable, super like. The color is good and the fabric is soft. Every day I go to bed and rub my face, there will be no embossing on my face.",positive
R3UII5TR6PU3JO, Product quality,John Owen,3,27-Jan-20,Average product.,neutral
RQ14OF57EXWTJ, When I sleep on my stomach these pillows are perfect! They're fluffy and light,Dylan Macias,5,16-Jul-18,"I am a combination sleeper. When I sleep on my stomach these pillows are perfect! They're fluffy and light.
But they are too soft to support my side position. I have to bundle them up a bit to give me proper support for my neck.",positive
R1628KC4T0KDX2, Great pillow!,Dave Lehman,5,13-Oct-20,This was a great pillow for the price. I would buy again!,positive
R12BCDJMBJ768R, Great pillow,Amazon Customer,5,4-Feb-20,Very comfortable and won't go flat like pillows I've bought in the past! Great purchase 💖,positive
RO1JQUDVQ05M, Does not last long,Mike Sidelka,2,12-Feb-20,Pillow went flat very quick.,negative
R2CN6J7JSW434I, Love,Stephen,5,17-Dec-19,Really love,positive
R5T3VVP38TU3E, Great pillows!,Tiffany Ford,5,27-Jun-17,These pillows are super comfy....not super firm but not too soft either. I feel like they are the perfect size.,positive
R2KMJ5O36WZCI3, Disappointed,Charles Hurlbut,1,11-Jan-20,These look fluffy but the go flat as soon as you lay on them. I have to fold mine up to make it comfortable,negative
R2QQD9WV3YWS0K, Great for price,Amor B.,5,1-Jul-18,My husband doesn’t like them but I do. They’re firm,positive
RTY57202CRPM2, Appears to work well.,Richard S,5,11-Dec-18,Sleeps well.,positive
R1L1CZQ0SKKHGR, Thumbs up,Marcos Delgado,5,5-Jan-19,Thumbs up,positive
R2L9000LMR2WRC, Comfortable,KPrecour,5,13-Mar-19,Comfortable,positive
R1M2FGE9GSBCX2, Best pillows for their price,DPsupreme,5,31-Jan-17,"Very comfortable, quality looks good, and great price! No complaints so far.",positive
R2QZUON8S6XWPV, Poor quality control,Amazon Customer,1,17-Jul-20,"Just received this pillows, ordered because the over all good reviews.. However there are stains on pillow right out of packaging.",negative
R2C8P6LVZL57FO, Five Stars,Amazon Customer,5,20-Feb-18,Loved these pillows!!! Very comfortable and delivery was quick!!!!,positive
R27GLTEOQTPA6C, No support,Alex,2,21-Apr-21,Super soft. Pretty much collapses when you put your head on it.,negative
R3S55K5NG9Q242, No support,Richard,2,14-Sep-21,Filler seperates and no support,negative
R2J6VDCT1DGUSQ, very cheap,marie aviles,5,15-Jan-21,Very nice,positive
RZ40158YGKEA5, comfort,Leonard Miller,5,7-Jun-20,the pillow are absolutely the best pillows i have ever bought,positive
R88G928HVZR4M, Comfy,molly c.,5,17-Jul-19,Love my new pillows!!!!!!-,positive
RNVR71WQUA3AT, Great night sleep on these pillows.,Amazon Customer,5,17-Aug-20,These pillows are very comfortable and supportive of my head when I sleep. They are quite a value for the excellent sleep they provide for the price.,positive
R1NA9BWP9HKYZC, Not what I expected They are pretty flat.,Ascension Rogers,2,28-Jul-17,Not what I expected They are pretty flat.,negative
R1P9PIL0JBJQ64, They will work fine for our motor home,Kindle Customer,3,3-Jul-20,I'm not sure if they will flatten over time,neutral
R1BUEB54HYHBHO, pillows,Patty,5,28-Nov-18,great pillows,positive
R2FA8WQWQW6MXF, Great product for great value,CHRIS & APRIL MROZ,5,12-Mar-20,This pillow remains firm and comfortable throughout the night. It is perfect for side and back sleeping.,positive
R26V72KB7UO8DR, Love it,Rebecca Heilmann,5,3-Oct-19,"They're so plush but firm and comfy, love it. Afraid I'm gonna sleep through my morning classes.",positive
R202BB7B1M97HN, Hard to find good pillow!!! This is it,S. LeClaire,5,17-Nov-18,Comfy....durable...,positive
R2KRP28CQ1847P, Excellent from packaging to quality to comfort!,Julie Bucar,5,12-Nov-19,Best pillows ever! We just bought for our daughters house now!!,positive
R2EO6MZB09YYRO, Firm!,Belinda S.,5,17-Jul-19,Just want i wanted to fill out Sham and maintain shape on bed. Very comfortable,positive
R1W06HZQO9VX0H, Comfortable! Good price!,Totally Texas Mom,5,28-Oct-17,Bought these for the kids. They love them!,positive
RRWK4X63HBNHA, Five Stars,Joseph Dobson,5,4-Apr-18,Great pillows and really enjoy laying my head on them.,positive
R26XAE43NOUT37, Horrible,Kristen Hilbert,1,19-Oct-20,"This pillow has NO support, i woke up feeling like i broke my neck in my sleep.",negative
R1DC4FC1W0GEHH, Try it once you will like it,Julie C.,5,20-Nov-20,The comfort and support was so outstanding I ordered more.,positive
RK397DKZ74MON, Too flat,Elizabeth Roberts,1,8-Mar-21,These pillows never ‘fluffed’ up; way too flat.,negative
R2ZBPYB0BKECAI, These pillows are great for side or back sleepers,Paul Spehar,5,6-Feb-18,"Utopia makes very high quality bed sets. These pillows are great for side or back sleepers. Lofty enough for support but compliant enough so your neck is fairly straight, not kinked. My girlfriend wants some of these for her bed.",positive
R99A0RDUG9331, Not bad for guest pillows,bena7777,3,12-Dec-18,Very cheap and not a bad buy for guests. Pictures add weight to the thickness of the pillows. I can’t comment on durability just yet. Guests said they were “okay”.,neutral
RBC0NUVNRY7FN, Comfy,alicia mitchell,4,19-Feb-21,Makes my neck fees great,positive
R204OL5K8ZFJKM, not a firm pillow,Dale,3,26-May-21,not firm pillows,neutral
R22NA6PTA1O3J9, shape is not stable have to fluff them out many times,Lourdes Heras Delva,1,3-Oct-21,Wish they were better quality,negative
R3BGQTC0K4VLF7, Five Stars,Irene Quinones,5,14-Feb-18,"Great pillows, fast delivery!!! Awesome!!",positive
R38B1DKEZ9PCMN, It’s ok,Cassie Valentine,3,25-Jun-20,"These aren’t good for sleeping, but it works great as a decor pillow.",neutral
RMMY7IDJN55I6, Reasonably priced good pillows,Ellen Waddell,5,28-Apr-18,Very pleased with the pillows. Wanted something not terribly expensive but good quality and this works. Pillows fluff up nicely and are soft enough to not be too firm but still hold their shape. Shipping was quick and right on time.,positive
RS0LRRC97PATO, Dirty,Morgan,1,26-Oct-20,Great feeling pillows but came with nasty stains all over every one of them.,negative
R3SLNV1AGUE6G0, Talk about comfy!,Amber Price,5,10-Aug-18,Very comfy and never lose shape!,positive
R7ZB4B7QCDKX1, Three Stars,Elle mulet,3,29-May-18,They were soft but you can get these for cheaper .,neutral
RHK0318YY0Q5A, So soft and squishy,Christy C.,5,23-Oct-21,These pillows contour to your head but still have support. Love them!,positive
RN39ISK0QFWE7, Do not buy!,Amazon Customer,1,23-Apr-21,Returned immediately! Pillows had black mold on them. Equally disgusted and disappointed.,negative
R1ZGPOFZARQCC, Price,Deborah S. McDevitt,5,26-Oct-18,Price and Quality,positive
R37VU3VTRV14A, Buena,Yanil,5,27-Feb-19,Buena,positive
R1Q4QD6CVOS7QA, Five Stars,shayne,5,13-Nov-18,So comfortable!,positive
RMTAECI0VB4TO, Don't waste your money,satterly240,1,20-Apr-21,They suck.,negative
R3GBKLRRHWO8UQ, Far too comfy,chad,5,18-May-20,These pillows are the main reason i dont want to get out of bed in the morning.,positive
R1S9CNPV6XD8JX, Best Pillow,Ellen Shapiro,5,15-Nov-21,perfect combo between comfort and support,positive
R2BJVD8SDXESLO, Worth the money!,Chante Myers,5,6-Dec-20,Very comfy!,positive
R31ZTW18DW7KTN, Good product for great price,Kimberly L Robinson,5,26-Sep-19,Soft and wholes shape,positive
R1HIRSDKQJ5WS9, Could be softer,Amazon Customer,3,19-Mar-20,"Well made and sturdy, but was hoping for a little less firmness.",neutral
R1KWJ8ZSO9DZAN, Pretty decent pillows,Melyssah McKinstry,4,31-Mar-19,Good for the price,positive
R3S9EDG43NKDCZ, Flat,Meghan,2,25-Apr-19,Not sure why they have good reviews. Super flat pillows,negative
RM4RDAGWCGNB4, I wouldn’t recommend buying it,Hanan,1,19-Mar-18,It’s a very flat pillow not very comfy either. I wouldn’t recommend buying it.,negative
R3P7Z7GU1H91WC, fluffy all the way,H. Busch,5,23-Apr-18,These pillows are so fluffy...and stay that way.,positive
RRKNPF20ST16C, Awesome pillows,Nursecm,5,3-Mar-21,Awesome,positive
RGDT8KLZ9NZP1, Best pillows!,CRAIG B.,5,11-Jul-18,Nice and soft. Didn’t go flat on me.,positive
R7GVPKAJCSEBX, Great pillow.,Tj Hart,5,20-Aug-18,Fluff this pillow every night before bed. It's a great product.,positive
R1YSTYHDXQRHRQ, Bought a set of queen and then King- King was no good,Edward Castro,1,4-Sep-21,Once removed from packaging feathers from within the pillow came out,negative
R3JF9AYNMTXVNT, Good pillows,Fay,4,9-Jul-19,Good pillows. Can support ur head comfortably.,positive
R3FR7PHMZ09DWS," Great value, great comfort.",Dee,4,26-Dec-20,Firm but comfortable.,positive
R3F9B0IYQIXUMC, Love These Pillows,Amazon Customer,5,16-Dec-19,The best pillow I have ever bought still on my first one and I am tough on pillows Buy them you won't be sorry,positive
R1KQTQULE8M9LE, Four Stars,Amazon Customer,4,22-Jul-17,"Nice pillows, but a bit too bulky for me. Supportive.",positive
R13G5OTC5LPFNG, Good quality for the price,Pcat,4,13-Oct-18,I would of liked it more if it was firmer.,positive
RQSFG3H9THCN, Comfort,Jennifer Anderson,5,18-Aug-20,Really comfortable,positive
R4LD44VITIZ8Z, Gusseted Quilted Pillows,TS,5,20-Jul-17,"The pillows are great, fluffed up just like the directions said. Very comfortable.",positive
RO1ER3VHILBP4, Fantastic,Victoria Elbert,5,10-Feb-21,These pillows are great,positive
RZABKL8MC512X, Five Stars,TinCup206,5,25-May-18,Great product! Sooooo comfy. I slept like a baby!,positive
R3F4ML4MMAWFNN, Good buy,MaliceMillenium,5,10-Jan-20,Comes compressed with fluffing instructions which got it fluffed out perfectly. Once I let it rest it was decently firm but very soft. Good quality pillow,positive
R1A4I0TBECEA9H, Not worth the money,Teresa L.,3,28-Apr-21,Not comfortable at all. You bounce instead of settling into the pillow.,neutral
R36UB23FSTYWXH, Five Stars,Timothy P Fitzpatrick,5,24-Jun-17,Really great pillows. Soft and comfortable.,positive
R34CIP87MW5L9W, Big plush pillows,Melanie Joe,4,14-Dec-19,I thought they world be firmer. Very plush. Conforms to your head. And fluffs up easily.,positive
RL47V701FJYVC, I ordered pillows not pancakes.,Jacqueline Hall,1,12-Mar-19,These pillows were a waste of money. It came vacuum sealed so I thought it would fluff up once opened. It did not. Extremely disappointed in the product.,negative
R1P8ML0MIOR8ME, Just the kind of pillow I was looking for.,david richie,5,15-Jan-21,Perfect firmness,positive
R23OL1IRCZQ0IJ, Five Stars,CHERYLZ,5,22-Jan-18,Im getting more!,positive
R1DPGB61ALB28H, .,Robert Sanders,5,25-Dec-19,Excellent,positive
RVVBM5HGU4I8T, Not too soft and not too hard.,Amazon Customer,4,8-Oct-18,Very nice pillows.,positive
R2G0EK5ANF0APV, Thank you.,DGH89,5,20-Nov-18,Thank you.,positive
RIIUPCE4SMKXQ, Favorite pillow!,Stephanie,5,19-Mar-20,Great purchase!!!,positive
